PageID,Page Title,Page Title Encoded,Keywords
3919,Suburbs_of_Johannesburg,Suburbs_of_Johannesburg,"city, suburbs, area, johannesburg, south, areas, located, north, northern, many"
3920,Sucre,Sucre,"sucre, city, de, la, bolivia, capital, wikipedia, also, plata, founded"
3921,Sudan,Sudan,"flag, sudan, government, south, sudanese, chad, darfur, republic, egypt, al"
3922,Sudanic_languages,Sudanic_languages,"sudanic, languages, west, wikipedia, congo, meinhof, bantu, east, nilo, saharan"
3923,Sudoku,Sudoku,"sudoku, puzzle, number, puzzles, numbers, numerals, cells, two, cell, candidate"
3924,Suez_Canal,Suez_Canal,"canal, suez, egypt, british, sea, ships, french, de, united, jul"
3925,Suffrage,Suffrage,"vote, suffrage, voting, right, people, countries, age, states, women, united"
3926,Sugar,Sugar,"sugar, cane, sugars, production, beet, sucrose, also, islands, white, countries"
3927,Sugar_beet,Sugar_beet,"beet, sugar, root, syrup, water, juice, sucrose, flag, soil, processing"
3928,Sugarcane,Sugarcane,"sugar, sugarcane, cane, saccharum, syrup, juice, used, produce, enlarge, molasses"
3929,Suikinkutsu,Suikinkutsu,"suikinkutsu, sound, also, water, japanese, jar, washing, basin, hands, chozubachi"
3930,Suleiman_the_Magnificent,Suleiman_the_Magnificent,"suleiman, ottoman, sultan, empire, selim, hungary, roxelana, death, son, one"
3931,Sulfur,Sulfur,"sulfur, used, sulfide, acid, r, form, also, compounds, organic, h"
3932,Sulfuric_acid,Sulfuric_acid,"acid, sulfuric, h, water, sulfur, used, vitriol, sulfate, iron, process"
3933,Sultan,Sultan,"sultan, sultanate, title, sultans, rulers, style, protectorate, used, also, titles"
3934,Sumac,Sumac,"rhus, sumac, l, species, see, leaves, staghorn, moffett, engl, genus"
3935,Sumatra,Sumatra,"sumatra, island, capital, sumatran, aceh, people, world, malay, earthquake, coast"
3936,Sumer,Sumer,"sumerian, period, bc, e, n, sumerians, uruk, sumer, language, first"
3937,Summer,Summer,"summer, season, may, seasons, start, many, around, year, astronomical, northern"
3938,"Summer_Hill,_New_South_Wales",Summer_Hill%2C_New_South_Wales,"hill, summer, ashfield, area, road, church, sydney, suburb, railway, west"
3939,Sumo,Sumo,"sumo, wrestlers, tournament, wrestler, rikishi, also, yokozuna, bout, top, may"
3940,Sun,Sun,"sun, solar, earth, magnetic, surface, energy, years, temperature, corona, core"
3941,Sun_Tzu,Sun_Tzu,"sun, tzu, wu, chinese, art, war, one, bc, also, state"
3942,Sun_Yat-sen,Sun_Yat-sen,"sun, china, yat, sen, chinese, name, people, government, one, republic"
3943,Sundew,Sundew,"species, sundews, drosera, sundew, plants, also, form, plant, section, genus"
3944,Sunflower,Sunflower,"sunflower, flower, sunflowers, head, florets, helianthus, seeds, stem, grow, used"
3945,Sunlight,Sunlight,"sunlight, sun, skin, light, energy, people, radiation, solar, many, sunbathing"
3946,Sunol_Water_Temple,Sunol_Water_Temple,"temple, water, sunol, san, francisco, svwc, enlarge, wikipedia, company, polk"
3947,Sunset_Boulevard_(1950_film),Sunset_Boulevard_%281950_film%29,"film, wilder, norma, swanson, sunset, desmond, boulevard, gillis, best, hollywood"
3948,Super_14,Super_14,"new, super, south, zealand, australia, africa, competition, rugby, team, crusaders"
3949,Super_Bowl_XL,Super_Bowl_XL,"super, bowl, game, yards, steelers, team, yard, two, seahawks, first"
3950,Super_Chief,Super_Chief,"chief, super, sleeper, double, bedrooms, santa, fe, train, emd, compartments"
3951,Super_Mario_64,Super_Mario_64,"mario, super, game, games, nintendo, many, castle, one, first, time"
3952,Super_Mario_Bros.,Super_Mario_Bros.,"mario, super, bros, game, nintendo, released, world, nes, version, one"
3953,Superconductivity,Superconductivity,"superconductors, superconductivity, temperature, current, magnetic, superconducting, field, critical, superconductor, electrical"
3954,Superman,Superman,"superman, clark, man, powers, comics, kent, earth, series, kal, stories"
3955,Supermarine_Spitfire,Supermarine_Spitfire,"spitfire, air, spitfires, force, aircraft, raf, fighter, war, wing, speed"
3956,Supply_and_demand,Supply_and_demand,"price, supply, demand, curve, quantity, market, willing, good, elasticity, equilibrium"
3957,Supply_chain_management,Supply_chain_management,"supply, management, chain, components, customer, level, process, product, business, manufacturing"
3958,Supreme_Court_of_the_United_States,Supreme_Court_of_the_United_States,"court, supreme, justice, states, justices, v, united, circuit, chief, president"
3959,Suriname,Suriname,"suriname, dutch, netherlands, country, government, also, population, surinamese, guiana, main"
3960,Surtsey,Surtsey,"island, surtsey, eruption, sea, life, eruptions, species, away, metres, first"
3961,Sustainable_forestry,Sustainable_forestry,"forest, fire, trees, area, management, sustainable, natural, forests, suppression, cutting"
3962,Sutton_Hoo,Sutton_Hoo,"mound, sutton, hoo, burial, ship, one, east, museum, two, chamber"
3963,Svalbard,Svalbard,"svalbard, km, norwegian, population, norway, islands, settlement, island, russian, arctic"
3964,Svartálfar,Svart%C3%A1lfar,"elves, light, dark, often, dwarves, evil, said, though, elf, good"
3965,Swallow,Swallow,"swallow, martin, hirundo, petrochelidon, white, tachycineta, progne, winged, psalidoprocne, cecropis"
3966,Swan,Swan,"swan, cygnus, swans, black, species, mute, pleistocene, olor, coscoroba, hemisphere"
3967,Swastika,Swastika,"swastika, symbol, used, facing, swastikas, cross, also, right, use, flag"
3968,Swaziland,Swaziland,"swaziland, south, country, africa, king, swazi, african, population, also, growth"
3969,Sweden,Sweden,"sweden, swedish, world, countries, also, century, county, war, country, state"
3970,Swedish_allotment_system,Swedish_allotment_system,"system, soldiers, swedish, army, allotment, war, rote, soldier, would, new"
3971,Swift,Swift,"swift, swiftlet, aerodramus, genus, apus, swifts, white, cypseloides, chaetura, rumped"
3972,Swiss_Federal_Council,Swiss_Federal_Council,"federal, council, councillors, councillor, swiss, party, government, members, first, president"
3973,Swissair_Flight_111,Swissair_Flight_111,"flight, aircraft, crew, crash, fire, cockpit, swissair, investigation, plane, airport"
3974,Switzerland,Switzerland,"switzerland, swiss, federal, cantons, french, world, european, german, country, italian"
3975,Sydney,Sydney,"sydney, city, south, area, harbour, australia, new, c, enlarge, wales"
3976,Sydney_Newman,Sydney_Newman,"newman, drama, television, bbc, series, british, abc, film, also, canada"
3977,Sydney_Riot_of_1879,Sydney_Riot_of_1879,"harris, lord, cricket, new, south, wales, match, association, game, gregory"
3978,Sylvanus_Morley,Sylvanus_Morley,"morley, maya, itza, site, chichen, would, work, also, one, sylvanus"
3979,Symmetry,Symmetry,"symmetry, group, object, symmetries, objects, see, helical, physics, also, point"
3980,Synthesizer,Synthesizer,"synthesizer, synthesizers, synthesis, sound, music, yamaha, time, digital, sounds, fm"
3981,Syria,Syria,"syria, syrian, al, government, arab, ba, ath, party, damascus, president"
3982,T-34,T-34,"tank, tanks, war, model, production, soviet, gun, german, armour, zaloga"
3983,T._D._Judah,T._D._Judah,"judah, locomotive, railroad, wikipedia, works, lb, pacific, cooke, weight, central"
3984,T._S._Eliot,T._S._Eliot,"eliot, song, waste, one, land, poem, poetry, work, prufrock, love"
3985,TGV,TGV,"tgv, speed, lgv, trains, power, train, high, km, h, paris"
3986,Tacitean_studies,Tacitean_studies,"tacitus, claudius, century, works, first, used, history, work, annals, part"
3987,Tagoi_language,Tagoi_language,"eg, n, verb, noun, pl, k, nouns, class, prefix, ŋ"
3988,Taipei,Taipei,"taipei, city, taiwan, university, national, museum, usa, chinese, system, government"
3989,Taiwan,Taiwan,"taiwan, taiwanese, chinese, japanese, island, china, also, roc, government, mainland"
3990,Taj_Mahal,Taj_Mahal,"taj, mahal, tomb, shah, marble, jahan, dome, mughal, design, garden"
3991,Tajikistan,Tajikistan,"tajikistan, tajik, country, war, republic, population, central, ethnic, ft, peak"
3992,Talc,Talc,"talc, via, metamorphic, used, mineral, oh, white, also, powder, wikipedia"
3993,Tamarind,Tamarind,"tamarind, used, called, fruit, popular, pulp, also, wikipedia, tamarindus, tree"
3994,Tamil_language,Tamil_language,"tamil, language, words, n, languages, used, dialects, spoken, many, sri"
3995,Tamil_people,Tamil_people,"tamil, tamils, sri, lanka, nadu, india, also, century, language, many"
3996,Tank,Tank,"tank, tanks, armour, war, armoured, also, fire, engine, weapons, crew"
3997,Tansy,Tansy,"tansy, vulgare, used, wikipedia, tanacetum, plant, also, divided, leaves, flowers"
3998,Tantalum,Tantalum,"tantalum, ta, k, c, metal, used, syn, mol, high, atomic"
3999,Tanzania,Tanzania,"flag, tanzania, zanzibar, africa, tanganyika, republic, east, congo, african, united"
4000,Tao_Te_Ching,Tao_Te_Ching,"tao, ching, te, tr, chinese, one, chap, waley, laozi, text"
4001,Taoism,Taoism,"taoism, dao, chinese, taoist, laozi, religion, philosophical, texts, way, one"
4002,Tarragon,Tarragon,"tarragon, wikipedia, artemisia, dracunculus, early, french, seed, plant, related, family"
4003,Tashkent,Tashkent,"tashkent, city, russian, museum, century, soviet, uzbekistan, timur, uzbek, name"
4004,Tasmanian_Devil,Tasmanian_Devil,"devil, tasmanian, devils, days, disease, young, tasmania, species, also, body"
4005,Tawny_Owl,Tawny_Owl,"owl, tawny, species, owls, wikipedia, strix, brown, aluco, found, eyes"
4006,Tay-Sachs_disease,Tay-Sachs_disease,"tay, sachs, disease, mutations, genetic, population, tsd, jewish, hexa, gene"
4007,Tay_Rail_Bridge,Tay_Rail_Bridge,"bridge, tay, iron, railway, bouch, design, disaster, section, william, second"
4008,TeX,TeX,"tex, knuth, system, line, typesetting, used, using, version, called, mathematical"
4009,Tea,Tea,"tea, leaves, teas, used, china, green, also, chinese, water, black"
4010,Technetium,Technetium,"technetium, element, fission, number, half, nuclear, life, isotopes, stable, radioactive"
4011,Technology,Technology,"technology, tools, technological, effects, use, government, many, development, human, world"
4012,Tehran,Tehran,"tehran, university, city, iran, era, e, also, park, palace, tower"
4013,Tel_Aviv,Tel_Aviv,"tel, aviv, israel, city, enlarge, israeli, jaffa, central, club, north"
4014,Telecommunication,Telecommunication,"telecommunication, digital, internet, protocol, signal, analogue, networks, data, transmission, telephone"
4015,Telephone,Telephone,"telephone, bell, phone, used, cell, patent, phones, handset, cordless, transmitter"
4016,Telephone_exchange,Telephone_exchange,"telephone, switch, switches, would, central, exchange, used, operator, subscriber, office"
4017,Telescope,Telescope,"telescope, telescopes, optical, observatory, mirror, used, first, lenses, array, see"
4018,Television,Television,"television, video, image, ratio, used, aspect, widescreen, tv, technology, display"
4019,Tellurium,Tellurium,"tellurium, telluride, te, k, used, compounds, chemical, atomic, mol, isotopes"
4020,Temperate,Temperate,"temperate, zone, climate, north, south, maritime, aristotle, equator, wikipedia, degrees"
4021,Temple_of_Artemis,Temple_of_Artemis,"temple, artemis, ephesus, many, greek, site, original, also, alexander, goddess"
4022,Templon,Templon,"templon, century, temple, icons, columns, st, architrave, carved, hagia, church"
4023,Tennis,Tennis,"tennis, players, player, game, court, grand, slam, ball, serve, first"
4024,Tennis_Masters_Cup,Tennis_Masters_Cup,"united, states, germany, masters, tennis, new, ivan, john, mcenroe, year"
4025,"Tenzin_Gyatso,_14th_Dalai_Lama",Tenzin_Gyatso%2C_14th_Dalai_Lama,"lama, dalai, tibet, tibetan, tenzin, gyatso, china, isbn, government, peace"
4026,Tenzing_Norgay,Tenzing_Norgay,"everest, tenzing, first, part, took, summit, mount, norgay, may, sherpa"
4027,Terbium,Terbium,"terbium, tb, k, mol, used, α, isotopes, half, stable, element"
4028,Terik,Terik,"terik, nandi, language, people, kalenjin, luhya, elgon, languages, wikipedia, among"
4029,Tern,Tern,"tern, sterna, terns, genus, chlidonias, sternula, white, thalasseus, black, genera"
4030,Terrorism,Terrorism,"terrorism, terrorist, state, one, political, attacks, terrorists, groups, may, bombing"
4031,Textile,Textile,"textiles, textile, used, together, fabric, cloth, knitting, fibers, yarn, weaving"
4032,Thailand,Thailand,"thailand, thai, bangkok, king, also, nakhon, country, coup, province, rice"
4033,Thalassemia,Thalassemia,"thalassemia, β, hemoglobin, globin, α, disease, anaemia, alpha, minor, chains"
4034,Thallium,Thallium,"thallium, used, k, c, lead, mol, life, metal, use, high"
4035,The_Absent-Minded_Beggar,The_Absent-Minded_Beggar,"absent, minded, beggar, poem, mail, war, charitable, fund, wikipedia, kipling"
4036,The_Adventures_of_Tintin,The_Adventures_of_Tintin,"tintin, hergé, work, series, adventures, also, original, comic, first, characters"
4037,The_Anarchy,The_Anarchy,"stephen, matilda, henry, england, robert, anarchy, king, brother, gloucester, also"
4038,The_Ashes,The_Ashes,"england, series, australia, ashes, test, cricket, urn, first, match, win"
4039,The_Bahamas,The_Bahamas,"bahamas, islands, island, bahamian, government, also, include, commonwealth, english, population"
4040,The_Beano,The_Beano,"comic, beano, first, issue, also, british, published, characters, dandy, wikipedia"
4041,The_Beatles,The_Beatles,"beatles, mccartney, lennon, band, new, music, one, album, film, u"
4042,The_Beatles_discography,The_Beatles_discography,"capitol, beatles, records, parlophone, side, released, love, apple, u, stereo"
4043,The_Blitz,The_Blitz,"london, st, blitz, may, september, british, german, night, aircraft, luftwaffe"
4044,The_Broads,The_Broads,"broad, broads, river, nnr, norfolk, area, yare, national, rivers, marshes"
4045,The_Brothers_Karamazov,The_Brothers_Karamazov,"dmitri, karamazov, alyosha, book, dostoevsky, novel, ivan, fyodor, father, brothers"
4046,The_Canadian,The_Canadian,"canadian, cpr, cars, train, service, via, route, transcontinental, passenger, operated"
4047,The_Cantos,The_Cantos,"canto, pound, cantos, poem, also, passage, first, poet, world, adams"
4048,The_Cat_in_the_Hat,The_Cat_in_the_Hat,"cat, hat, book, seuss, dr, words, isbn, books, hardcover, children"
4049,The_Catcher_in_the_Rye,The_Catcher_in_the_Rye,"holden, book, novel, rye, one, school, catcher, caulfield, story, also"
4050,The_Catlins,The_Catlins,"catlins, area, new, river, zealand, point, owaka, mi, southland, many"
4051,"The_Championships,_Wimbledon",The_Championships%2C_Wimbledon,"doubles, singles, wimbledon, court, gentlemen, players, events, ladies, championships, tournament"
4052,The_Children's_Machine,The_Children%27s_Machine,"laptop, display, olpc, one, laptops, children, project, power, use, negroponte"
